Item,Calper100g
Chocolate Chip Cookie,484.848484848485
Oatmeal Raisin Cookie,454.545454545455
Cinnamon Melts,403.508771929825
Item,Calper100g
Side Salad,22.9885057471264
Apple Slices,44.1176470588235
Premium Southwest Salad (without Chicken),60.8695652173913
